,index,HA,workplace_name,workplace_address,city,date_cluster_confirmed_public_health,date_cluster_no_longer_active,earliest_reported_cases,latest_reported_cases,workplace_classification,cases_when_cluster_confirmed,total_cases,workplace_status,closure_y_n,closed_by_order,voluntary_closure,closure_date,partially_closed,unknown_closure_type,open,days_since_last_case,active_clusters,cluster_confirmed_epidate,doc_page_number,cluster_closed_epidate,file,flag,consolidated_status
12043,190.0,FHA,,,Surrey,2021-04-16,2021-04-30,,,Retail,4.0,4.0,Closed,Yes,,Unknown,2021-04-18,No,,No,,No,15-2021,55,,F22-1445 Records_Part3.pdf,,Closed
12044,191.0,FHA,,,Langley,2021-04-16,2021-05-08,,,Retail,11.0,11.0,,No,,Unknown,,No,,No,,No,15-2021,55,,F22-1445 Records_Part3.pdf,,
12045,192.0,FHA,,,Chilliwack,2021-04-16,2021-04-21,,,Gym/Fitness,3.0,3.0,,No,,Unknown,,No,,No,,No,15-2021,55,,F22-1445 Records_Part3.pdf,,
12046,193.0,FHA,,,Delta,2021-04-16,2021-04-26,,,Retail,7.0,7.0,,No,,Unknown,,No,,No,,No,15-2021,56,,F22-1445 Records_Part3.pdf,,
12047,194.0,FHA,,,Burnaby,2021-04-16,2021-05-06,,,Other,4.0,4.0,,No,,Unknown,,No,,No,,No,15-2021,56,,F22-1445 Records_Part3.pdf,,
12048,195.0,VCH,,,Vancouver,2021-04-16,,2021-04-16,2021-05-01,Office,,3.0,Partially closed or widespread isolation by PH,Yes,,No,,Yes,,No,,No,15-2021,56,,F22-1445 Records_Part3.pdf,,Partially closed or widespread isolation by PH
12049,196.0,VCH,,,Richmond,2021-04-16,,2021-04-16,2021-05-04,Other,,4.0,Managed without closure (not closed),No,,No,,No,,Yes,,No,15-2021,56,,F22-1445 Records_Part3.pdf,,Not closed
12050,197.0,VCH,,,Vancouver,2021-04-16,,2021-04-16,2021-05-09,Retail,,21.0,Ordered closed by PH,Yes,,No,2021-04-21,No,,No,,No,15-2021,56,,F22-1445 Records_Part3.pdf,,Closed
12051,198.0,FHA,,,Port Coquitlam,2021-04-17,2021-04-26,,,Transportation,4.0,4.0,,No,,Unknown,,No,,No,,No,15-2021,56,,F22-1445 Records_Part3.pdf,,
12052,199.0,FHA,,,Burnaby,2021-04-17,2021-04-29,,,Manufacturing/Industry,4.0,4.0,Closed,Yes,,Unknown,2021-04-18,No,,No,,No,15-2021,56,,F22-1445 Records_Part3.pdf,,Closed
12053,200.0,VCH,,,North Vancouver,2021-04-17,,2021-04-17,2021-05-02,Retail,,3.0,Managed without closure (not closed),No,,No,,No,,Yes,,No,15-2021,56,,F22-1445 Records_Part3.pdf,,Not closed
12054,201.0,VCH,,,West Vancouver,2021-04-17,,2021-04-17,2021-05-14,Maintenance/Trades/Construction,,12.0,Ordered closed by PH,Yes,,No,2021-04-24,No,,No,,No,15-2021,56,,F22-1445 Records_Part3.pdf,,Closed
12055,202.0,NHA,,,Unknown,2021-04-17,2021-05-20,,,Health Care Facility (Acute/LTC),,5.0,"Open (if open, reason for non-closure)",No,,No,,Unknown,,No,,No,15-2021,56,,F22-1445 Records_Part3.pdf,,Not closed
12056,203.0,FHA,,,Surrey,2021-04-18,2021-05-05,,,Gym/Fitness,3.0,3.0,,No,,Unknown,,No,,No,,No,16-2021,56,,F22-1445 Records_Part3.pdf,,
12057,204.0,FHA,,,Port Coquitlam,2021-04-18,2021-05-06,,,Gym/Fitness,5.0,5.0,Closed,Yes,,Unknown,2021-04-19,No,,No,,No,16-2021,56,,F22-1445 Records_Part3.pdf,,Closed
12058,205.0,FHA,,,Abbotsford,2021-04-18,2021-04-18,,,Other,5.0,5.0,,No,,Unknown,,No,,No,,No,16-2021,56,,F22-1445 Records_Part3.pdf,,
12059,206.0,FHA,,,Surrey,2021-04-18,2021-05-05,,,Retail,13.0,13.0,Closed,Yes,,Unknown,2021-04-20,No,,No,,No,16-2021,56,,F22-1445 Records_Part3.pdf,,Closed
12060,207.0,VCH,,,North Vancouver,2021-04-18,,2021-04-18,2021-05-12,Other,,11.0,Ordered closed by PH,Yes,,No,2021-04-06,No,,No,,No,16-2021,56,,F22-1445 Records_Part3.pdf,,Closed
12061,208.0,NHA,,,Unknown,2021-04-18,2021-05-06,,,Maintenance/Trades/Construction,3.0,3.0,Voluntary closure,Yes,,Yes,,Unknown,,No,,No,16-2021,57,,F22-1445 Records_Part3.pdf,,Closed
12062,209.0,FHA,,,Delta,2021-04-19,2021-04-26,,,Farm/Agriculture,5.0,5.0,,No,,Unknown,,No,,No,,No,16-2021,57,,F22-1445 Records_Part3.pdf,,
12063,210.0,FHA,,,Surrey,2021-04-19,2021-04-29,,,Office,6.0,6.0,Closed,Yes,,Unknown,2021-04-21,Yes,,No,,No,16-2021,57,,F22-1445 Records_Part3.pdf,,Closed
12064,211.0,FHA,,,Delta,2021-04-19,2021-05-07,,,Transportation,4.0,4.0,,No,,Unknown,,No,,No,,No,16-2021,57,,F22-1445 Records_Part3.pdf,,
12065,212.0,FHA,,,Maple Ridge,2021-04-19,2021-05-05,,,Retail,4.0,4.0,Closed,Yes,,Unknown,2021-04-21,No,,No,,No,16-2021,57,,F22-1445 Records_Part3.pdf,,Closed
12066,213.0,FHA,,,Surrey,2021-04-19,2021-05-03,,,Retail,5.0,5.0,Closed,Yes,,Unknown,2021-04-20,No,,No,,No,16-2021,57,,F22-1445 Records_Part3.pdf,,Closed
12067,214.0,FHA,,,Abbotsford,2021-04-19,2021-05-16,,,Retail,9.0,9.0,,No,,Unknown,,No,,No,,No,16-2021,57,,F22-1445 Records_Part3.pdf,,
12068,215.0,FHA,,,Port Coquitlam,2021-04-19,2021-04-30,,,Manufacturing/Industry,5.0,5.0,Closed,Yes,,Unknown,2021-04-22,No,,No,,No,16-2021,57,,F22-1445 Records_Part3.pdf,,Closed
12069,216.0,FHA,,,Langley,2021-04-19,2021-05-03,,,Manufacturing/Industry,3.0,3.0,Closed,Yes,,Unknown,2021-04-21,No,,No,,No,16-2021,57,,F22-1445 Records_Part3.pdf,,Closed
12070,217.0,FHA,,,Langley,2021-04-19,2021-05-10,,,Food Processing,7.0,7.0,,No,,Unknown,,No,,No,,No,16-2021,57,,F22-1445 Records_Part3.pdf,,
12071,218.0,FHA,,,Coquitlam,2021-04-19,2021-05-26,,,Office,5.0,5.0,Closed,Yes,,Unknown,2021-04-20,No,,No,,No,16-2021,57,,F22-1445 Records_Part3.pdf,,Closed
12072,219.0,FHA,,,Burnaby,2021-04-19,2021-05-01,,,Office,3.0,3.0,,No,,Unknown,,No,,No,,No,16-2021,57,,F22-1445 Records_Part3.pdf,,
12073,220.0,FHA,,,Surrey,2021-04-19,2021-05-04,,,Manufacturing/Industry,3.0,3.0,Closed,Yes,,Unknown,2021-04-20,No,,No,,No,16-2021,57,,F22-1445 Records_Part3.pdf,,Closed
12074,221.0,FHA,,,Delta,2021-04-19,2021-05-17,,,Retail,3.0,3.0,,No,,Unknown,,No,,No,,No,16-2021,57,,F22-1445 Records_Part3.pdf,,
12075,222.0,FHA,,,Surrey,2021-04-19,2021-04-29,,,Manufacturing/Industry,5.0,5.0,,No,,Unknown,,No,,No,,No,16-2021,57,,F22-1445 Records_Part3.pdf,,
12076,223.0,FHA,,,Burnaby,2021-04-19,2021-05-07,,,Office,10.0,10.0,,No,,Unknown,,No,,No,,No,16-2021,57,,F22-1445 Records_Part3.pdf,,
12077,224.0,FHA,,,Delta,2021-04-19,2021-05-01,,,Food Processing,3.0,3.0,,No,,Unknown,,No,,No,,No,16-2021,57,,F22-1445 Records_Part3.pdf,,
12078,225.0,FHA,,,Langley,2021-04-19,2021-04-29,,,Manufacturing/Industry,4.0,4.0,,No,,Unknown,,No,,No,,No,16-2021,57,,F22-1445 Records_Part3.pdf,,
12079,226.0,FHA,,,Surrey,2021-04-19,2021-04-20,,,Office,3.0,3.0,,No,,Unknown,,No,,No,,No,16-2021,57,,F22-1445 Records_Part3.pdf,,
12080,227.0,VCH,,,Richmond,2021-04-19,,2021-04-19,2021-05-11,Food Processing,,5.0,Managed without closure (not closed),No,,No,,No,,Yes,,No,16-2021,58,,F22-1445 Records_Part3.pdf,,Not closed
12081,228.0,FHA,,,Abbotsford,2021-04-20,2021-05-02,,,Office,3.0,3.0,Closed,Yes,,Unknown,2021-04-21,Yes,,No,,No,16-2021,58,16-2021,F22-1445 Records_Part3.pdf,,Closed
12082,229.0,FHA,,,Burnaby,2021-04-20,2021-05-04,,,Manufacturing/Industry,5.0,5.0,,No,,Unknown,,No,,No,,No,16-2021,58,,F22-1445 Records_Part3.pdf,,
12083,230.0,FHA,,,Abbotsford,2021-04-20,2021-04-29,,,Office,4.0,4.0,,No,,Unknown,,No,,No,,No,16-2021,58,,F22-1445 Records_Part3.pdf,,
12084,231.0,FHA,,,Surrey,2021-04-20,2021-05-03,,,Personal Care,4.0,4.0,Closed,Yes,,Unknown,2021-04-21,No,,No,,No,16-2021,58,16-2021,F22-1445 Records_Part3.pdf,,Closed
12085,232.0,FHA,,,Abbotsford,2021-04-20,2021-05-05,,,Personal Care,4.0,4.0,Closed,Yes,,Unknown,2021-04-22,No,,No,,No,16-2021,58,16-2021,F22-1445 Records_Part3.pdf,,Closed
12086,233.0,FHA,,,Surrey,2021-04-20,2021-04-27,,,Gym/Fitness,11.0,11.0,Closed,Yes,,Unknown,2021-04-20,No,,No,,No,16-2021,58,16-2021,F22-1445 Records_Part3.pdf,,Closed
12087,234.0,FHA,,,Surrey,2021-04-20,2021-04-28,,,Warehouse,3.0,3.0,,No,,Unknown,,No,,No,,No,16-2021,58,,F22-1445 Records_Part3.pdf,,
12088,235.0,FHA,,,Langley,2021-04-20,2021-04-20,,,Personal Care,3.0,3.0,,No,,Unknown,,No,,No,,No,16-2021,58,,F22-1445 Records_Part3.pdf,,
12089,236.0,FHA,,,Burnaby,2021-04-20,2021-04-30,,,Maintenance/Trades/Construction,5.0,5.0,,No,,Unknown,,No,,No,,No,16-2021,58,,F22-1445 Records_Part3.pdf,,
12090,237.0,FHA,,,Burnaby,2021-04-20,2021-05-01,,,Maintenance/Trades/Construction,4.0,4.0,,No,,Unknown,,No,,No,,No,16-2021,58,,F22-1445 Records_Part3.pdf,,
12091,238.0,FHA,,,Langley,2021-04-20,2021-05-09,,,Maintenance/Trades/Construction,35.0,35.0,,No,,Unknown,,No,,No,,No,16-2021,58,,F22-1445 Records_Part3.pdf,,
12092,239.0,FHA,,,Delta,2021-04-20,2021-04-30,,,Maintenance/Trades/Construction,3.0,3.0,Closed,Yes,,Unknown,2021-04-21,Yes,,No,,No,16-2021,58,16-2021,F22-1445 Records_Part3.pdf,,Closed
12093,240.0,FHA,,,Coquitlam,2021-04-20,2021-05-06,,,Manufacturing/Industry,7.0,7.0,Closed,Yes,,Unknown,2021-04-21,No,,No,,No,16-2021,58,16-2021,F22-1445 Records_Part3.pdf,,Closed
12094,241.0,FHA,,,Delta,2021-04-20,2021-05-04,,,Transportation,4.0,4.0,Closed,Yes,,Unknown,2021-04-21,No,,No,,No,16-2021,58,16-2021,F22-1445 Records_Part3.pdf,,Closed
12095,242.0,FHA,,,Coquitlam,2021-04-20,2021-04-20,,,Gym/Fitness,5.0,5.0,,No,,Unknown,,No,,No,,No,16-2021,58,,F22-1445 Records_Part3.pdf,,
12096,243.0,VIHA,,,Duncan,2021-04-20,,2021-04-15,2021-04-20,Office,0.0,3.0,Open,No,,No,,Unknown,,Yes,119.0,No,16-2021,58,,F22-1445 Records_Part3.pdf,,Not closed
12097,244.0,VIHA,,,Nanaimo,2021-04-20,,2021-04-09,2021-04-20,Food Processing,0.0,3.0,Open,No,,No,,Unknown,,Yes,119.0,No,16-2021,58,,F22-1445 Records_Part3.pdf,,Not closed
12098,245.0,NHA,,,Unknown,2021-04-20,2021-04-26,,,Restaurant/Bar/Lounge,4.0,4.0,Voluntary closure,Yes,,Yes,,Unknown,,No,,No,16-2021,59,,F22-1445 Records_Part3.pdf,,Closed
12099,246.0,FHA,,,Surrey,2021-04-21,2021-05-07,,,Transportation,6.0,6.0,,No,,Unknown,,No,,No,,No,16-2021,59,,F22-1445 Records_Part3.pdf,,
12100,247.0,FHA,,,Surrey,2021-04-21,2021-05-13,,,Manufacturing/Industry,3.0,3.0,Closed,Yes,,Unknown,2021-04-22,No,,No,,No,16-2021,59,,F22-1445 Records_Part3.pdf,,Closed
12101,248.0,FHA,,,Chilliwack,2021-04-21,2021-05-18,,,First Responder,6.0,6.0,,No,,Unknown,,No,,No,,No,16-2021,59,,F22-1445 Records_Part3.pdf,,
12102,249.0,FHA,,,Burnaby,2021-04-21,2021-05-01,,,Maintenance/Trades/Construction,3.0,3.0,,No,,Unknown,,No,,No,,No,16-2021,59,,F22-1445 Records_Part3.pdf,,
12103,250.0,FHA,,,Abbotsford,2021-04-21,2021-05-01,,,Farm/Agriculture,3.0,3.0,,No,,Unknown,,No,,No,,No,16-2021,59,,F22-1445 Records_Part3.pdf,,
12104,251.0,VIHA,,,Victoria,2021-04-21,,2021-04-20,2021-04-27,Office,0.0,10.0,Closed,Yes,,Yes,,Unknown,,No,112.0,No,16-2021,59,,F22-1445 Records_Part3.pdf,,Closed
12105,252.0,VIHA,,,Victoria,2021-04-21,,2021-04-20,2021-04-21,Other,0.0,3.0,Open,No,,No,,Unknown,,Yes,118.0,No,16-2021,59,,F22-1445 Records_Part3.pdf,,Not closed
12106,253.0,VIHA,,,Victoria,2021-04-21,,2021-04-17,2021-04-26,Hospitality/Services,0.0,4.0,Open,No,,No,,Unknown,,Yes,113.0,No,16-2021,59,,F22-1445 Records_Part3.pdf,,Not closed
12107,254.0,VCH,,,Vancouver,2021-04-21,,2021-04-21,2021-05-11,Retail,,5.0,Partially closed or widespread isolation by PH,Yes,,No,,Yes,,No,,No,16-2021,59,,F22-1445 Records_Part3.pdf,,Partially closed or widespread isolation by PH
12108,255.0,FHA,,,Delta,2021-04-22,2021-04-27,,,Other,3.0,3.0,,No,,Unknown,,No,,No,,No,16-2021,59,,F22-1445 Records_Part3.pdf,,
12109,256.0,FHA,,,Langley,2021-04-22,2021-04-29,,,Gym/Fitness,4.0,4.0,,No,,Unknown,,No,,No,,No,16-2021,59,,F22-1445 Records_Part3.pdf,,
12110,257.0,FHA,,,Surrey,2021-04-22,2021-05-04,,,Restaurant/Bar/Lounge,5.0,5.0,Closed,Yes,,Unknown,2021-04-22,No,,No,,No,16-2021,59,,F22-1445 Records_Part3.pdf,,Closed
12111,258.0,FHA,,,Abbotsford,2021-04-22,2021-05-04,,,Retail,3.0,3.0,,No,,Unknown,,No,,No,,No,16-2021,59,,F22-1445 Records_Part3.pdf,,
12112,259.0,FHA,,,Surrey,2021-04-22,2021-04-29,,,Maintenance/Trades/Construction,4.0,4.0,Closed,Yes,,Unknown,2021-04-24,No,,No,,No,16-2021,59,,F22-1445 Records_Part3.pdf,,Closed
12113,260.0,FHA,,,Langley,2021-04-22,2021-05-10,,,Retail,6.0,6.0,Closed,Yes,,Unknown,2021-04-23,No,,No,,No,16-2021,59,,F22-1445 Records_Part3.pdf,,Closed
12114,261.0,FHA,,,Abbotsford,2021-04-22,2021-05-12,,,Manufacturing/Industry,3.0,3.0,,No,,Unknown,,No,,No,,No,16-2021,59,,F22-1445 Records_Part3.pdf,,
12115,262.0,FHA,,,Surrey,2021-04-22,2021-05-05,,,Office,4.0,4.0,Closed,Yes,,Unknown,2021-04-23,No,,No,,No,16-2021,59,,F22-1445 Records_Part3.pdf,,Closed
12116,263.0,FHA,,,Burnaby,2021-04-22,2021-05-11,,,Gym/Fitness,3.0,3.0,,No,,Unknown,,No,,No,,No,16-2021,60,,F22-1445 Records_Part3.pdf,,
12117,264.0,FHA,,,Langley,2021-04-22,2021-05-13,,,Manufacturing/Industry,19.0,19.0,Closed,Yes,,Unknown,2021-04-23,No,,No,,No,16-2021,60,16-2021,F22-1445 Records_Part3.pdf,,Closed
12118,265.0,FHA,,,Maple Ridge,2021-04-22,2021-05-14,,,Manufacturing/Industry,5.0,5.0,Closed,Yes,,Unknown,2021-04-23,No,,No,,No,16-2021,60,16-2021,F22-1445 Records_Part3.pdf,,Closed
12119,266.0,FHA,,,Surrey,2021-04-23,2021-05-03,,,Gym/Fitness,5.0,5.0,Closed,Yes,,Unknown,2021-04-23,No,,No,,No,16-2021,60,16-2021,F22-1445 Records_Part3.pdf,,Closed
12120,267.0,FHA,,,Abbotsford,2021-04-23,2021-05-11,,,Office,3.0,3.0,Closed,Yes,,Unknown,2021-04-25,No,,No,,No,16-2021,60,17-2021,F22-1445 Records_Part3.pdf,,Closed
12121,268.0,FHA,,,Maple Ridge,2021-04-23,2021-05-01,,,Office,5.0,5.0,,No,,Unknown,,No,,No,,No,16-2021,60,,F22-1445 Records_Part3.pdf,,
12122,269.0,FHA,,,Surrey,2021-04-23,2021-05-11,,,Manufacturing/Industry,3.0,3.0,Closed,Yes,,Unknown,2021-04-24,No,,No,,No,16-2021,60,16-2021,F22-1445 Records_Part3.pdf,,Closed
12123,270.0,FHA,,,Langley,2021-04-23,2021-04-27,,,Restaurant/Bar/Lounge,3.0,3.0,,No,,Unknown,,No,,No,,No,16-2021,60,,F22-1445 Records_Part3.pdf,,
12124,271.0,FHA,,,Langley,2021-04-23,2021-05-08,,,Manufacturing/Industry,3.0,3.0,Closed,Yes,,Unknown,2021-04-24,No,,No,,No,16-2021,60,16-2021,F22-1445 Records_Part3.pdf,,Closed
12125,272.0,FHA,,,Burnaby,2021-04-23,2021-05-06,,,Manufacturing/Industry,4.0,4.0,Closed,Yes,,Unknown,2021-04-23,No,,No,,No,16-2021,60,16-2021,F22-1445 Records_Part3.pdf,,Closed
12126,273.0,FHA,,,Surrey,2021-04-23,2021-06-09,,,Retail,15.0,15.0,,No,,Unknown,,No,,No,,No,16-2021,60,,F22-1445 Records_Part3.pdf,,
12127,274.0,FHA,,,Surrey,2021-04-23,2021-05-26,,,Gym/Fitness,8.0,8.0,Closed,Yes,,Unknown,2021-05-05,No,,No,,No,16-2021,60,18-2021,F22-1445 Records_Part3.pdf,,Closed
12128,275.0,FHA,,,Surrey,2021-04-23,2021-05-11,,,Other,8.0,8.0,Closed,Yes,,Unknown,2021-04-26,No,,No,,No,16-2021,60,17-2021,F22-1445 Records_Part3.pdf,,Closed
12129,276.0,FHA,,,Surrey,2021-04-24,2021-05-04,,,Retail,6.0,6.0,Closed,Yes,,Unknown,2021-04-25,No,,No,,No,16-2021,60,17-2021,F22-1445 Records_Part3.pdf,,Closed
12130,277.0,FHA,,,Surrey,2021-04-24,2021-05-19,,,Manufacturing/Industry,8.0,8.0,,No,,Unknown,,No,,No,,No,16-2021,60,,F22-1445 Records_Part3.pdf,,
12131,278.0,FHA,,,Langley,2021-04-24,2021-05-04,,,Retail,3.0,3.0,Closed,Yes,,Unknown,2021-04-25,No,,No,,No,16-2021,60,17-2021,F22-1445 Records_Part3.pdf,,Closed
12132,279.0,FHA,,,Maple Ridge,2021-04-24,2021-05-06,,,Restaurant/Bar/Lounge,6.0,6.0,Closed,Yes,,Unknown,2021-04-24,Yes,,No,,No,16-2021,60,16-2021,F22-1445 Records_Part3.pdf,,Closed
12133,280.0,FHA,,,Chilliwack,2021-04-24,2021-05-14,,,Other,6.0,6.0,Closed,Yes,,Unknown,2021-04-24,No,,No,,No,16-2021,60,16-2021,F22-1445 Records_Part3.pdf,,Closed
12134,281.0,FHA,,,Burnaby,2021-04-24,2021-05-12,,,Transportation,5.0,5.0,,No,,Unknown,,No,,No,,No,16-2021,61,,F22-1445 Records_Part3.pdf,,
12135,282.0,VCH,,,Vancouver,2021-04-24,,2021-04-24,2021-05-16,Maintenance/Trades/Construction,,4.0,Voluntarily closed by operator,Yes,,Yes,2021-04-29,No,,No,,No,16-2021,61,17-2021,F22-1445 Records_Part3.pdf,,Closed
12136,283.0,FHA,,,New Westminster,2021-04-25,2021-05-08,,,Warehouse,14.0,14.0,Closed,Yes,,Unknown,2021-04-26,No,,No,,No,17-2021,61,17-2021,F22-1445 Records_Part3.pdf,,Closed
12137,284.0,FHA,,,Abbotsford,2021-04-25,2021-05-12,,,Gym/Fitness,5.0,5.0,,No,,Unknown,,No,,No,,No,17-2021,61,,F22-1445 Records_Part3.pdf,,
12138,285.0,VIHA,,,Victoria,2021-04-25,,2021-04-21,2021-04-28,Restaurant/Bar/Lounge,0.0,7.0,Closed,Yes,,Yes,,Unknown,,No,111.0,No,17-2021,61,,F22-1445 Records_Part3.pdf,,Closed
12139,286.0,VIHA,,,Langford,2021-04-25,,2021-04-18,2021-04-25,Office,0.0,3.0,Closed,Yes,,Yes,,Unknown,,No,114.0,No,17-2021,61,,F22-1445 Records_Part3.pdf,,Closed
12140,287.0,VCH,,,Vancouver,2021-04-25,,2021-04-25,2021-05-26,Other,,8.0,Partially closed or widespread isolation by PH,Yes,,No,,Yes,,No,,No,17-2021,61,,F22-1445 Records_Part3.pdf,,Partially closed or widespread isolation by PH
12141,288.0,NHA,,,Unknown,2021-04-25,2021-05-03,,,Restaurant/Bar/Lounge,2.0,6.0,Voluntary closure,Yes,,Yes,,Unknown,,No,,No,17-2021,61,,F22-1445 Records_Part3.pdf,,Closed
12142,289.0,FHA,,,Surrey,2021-04-26,2021-05-14,,,Retail,14.0,14.0,Closed,Yes,,Unknown,2021-04-27,No,,No,,No,17-2021,61,17-2021,F22-1445 Records_Part3.pdf,,Closed
12143,290.0,FHA,,,Langley,2021-04-26,2021-05-06,,,Manufacturing/Industry,3.0,3.0,Closed,Yes,,Unknown,2021-04-27,No,,No,,No,17-2021,61,17-2021,F22-1445 Records_Part3.pdf,,Closed
12144,291.0,FHA,,,Langley,2021-04-26,2021-05-09,,,Farm/Agriculture,3.0,3.0,Not closed: insufficient evidence of recent transmission,No,,Unknown,,No,,Yes,,No,17-2021,61,,F22-1445 Records_Part3.pdf,,Not closed
12145,292.0,FHA,,,Abbotsford,2021-04-26,2021-05-07,,,Manufacturing/Industry,3.0,3.0,Closed,Yes,,Unknown,2021-04-27,No,,No,,No,17-2021,61,17-2021,F22-1445 Records_Part3.pdf,,Closed
12146,293.0,FHA,,,Chilliwack,2021-04-26,2021-05-05,,,Maintenance/Trades/Construction,3.0,3.0,Not closed: Alternate control measures,No,,Unknown,,No,,Yes,,No,17-2021,61,,F22-1445 Records_Part3.pdf,,Not closed
12147,294.0,FHA,,,Surrey,2021-04-26,2021-05-05,,,Retail,3.0,3.0,Closed,Yes,,Unknown,2021-04-27,No,,No,,No,17-2021,61,17-2021,F22-1445 Records_Part3.pdf,,Closed
12148,295.0,FHA,,,Delta,2021-04-26,2021-05-11,,,Office,4.0,4.0,Closed,Yes,,Unknown,2021-04-26,No,,No,,No,17-2021,61,17-2021,F22-1445 Records_Part3.pdf,,Closed
12149,296.0,FHA,,,Abbotsford,2021-04-26,2021-05-08,,,Manufacturing/Industry,4.0,4.0,Closed,Yes,,Unknown,2021-04-27,No,,No,,No,17-2021,61,17-2021,F22-1445 Records_Part3.pdf,,Closed
12150,297.0,FHA,,,Burnaby,2021-04-26,2021-04-26,,,Manufacturing/Industry,4.0,4.0,Not closed: insufficient evidence of recent transmission,No,,Unknown,,No,,Yes,,No,17-2021,62,,F22-1445 Records_Part3.pdf,,Not closed
12151,298.0,VIHA,,,Victoria,2021-04-26,,2021-04-21,2021-04-26,Office,0.0,3.0,Closed,Yes,,Yes,,Unknown,,No,113.0,No,17-2021,62,,F22-1445 Records_Part3.pdf,,Closed
12152,299.0,VCH,,,Vancouver,2021-04-26,,2021-04-26,2021-05-16,Retail,,3.0,Managed without closure (not closed),No,,No,,No,,Yes,,No,17-2021,62,,F22-1445 Records_Part3.pdf,,Not closed
12153,300.0,FHA,,,Surrey,2021-04-27,2021-05-12,,,Manufacturing/Industry,4.0,4.0,Closed,Yes,,Unknown,2021-04-28,No,,No,,No,17-2021,62,17-2021,F22-1445 Records_Part3.pdf,,Closed
12154,301.0,FHA,,,Surrey,2021-04-27,2021-05-06,,,Maintenance/Trades/Construction,6.0,6.0,Closed,Yes,,Unknown,2021-04-27,No,,No,,No,17-2021,62,17-2021,F22-1445 Records_Part3.pdf,,Closed
12155,302.0,FHA,,,Abbotsford,2021-04-27,2021-05-17,,,Warehouse,7.0,7.0,Not closed: Alternate control measures,No,,Unknown,,No,,Yes,,No,17-2021,62,,F22-1445 Records_Part3.pdf,,Not closed
12156,303.0,FHA,,,Langley,2021-04-27,2021-05-09,,,Office,5.0,5.0,Not closed: Alternate control measures,No,,Unknown,,No,,Yes,,No,17-2021,62,,F22-1445 Records_Part3.pdf,,Not closed
12157,304.0,FHA,,,Burnaby,2021-04-27,2021-05-04,,,Retail,4.0,4.0,Not closed: insufficient evidence of recent transmission,No,,Unknown,,No,,Yes,,No,17-2021,62,,F22-1445 Records_Part3.pdf,,Not closed
12158,305.0,FHA,,,Chilliwack,2021-04-27,2021-05-22,,,Retail,4.0,4.0,Closed,Yes,,Unknown,2021-04-27,Yes,,No,,No,17-2021,62,17-2021,F22-1445 Records_Part3.pdf,,Closed
12159,306.0,FHA,,,Langley,2021-04-27,2021-05-14,,,Retail,11.0,11.0,Closed,Yes,,Unknown,2021-04-29,No,,No,,No,17-2021,62,17-2021,F22-1445 Records_Part3.pdf,,Closed
12160,307.0,FHA,,,Chilliwack,2021-04-27,2021-05-05,,,Manufacturing/Industry,4.0,4.0,Closed,Yes,,Unknown,2021-04-28,No,,No,,No,17-2021,62,17-2021,F22-1445 Records_Part3.pdf,,Closed
12161,308.0,FHA,,,Langley,2021-04-27,2021-05-12,,,Manufacturing/Industry,3.0,3.0,Closed,Yes,,Unknown,2021-04-27,No,,No,,No,17-2021,62,17-2021,F22-1445 Records_Part3.pdf,,Closed
12162,309.0,NHA,,,Unknown,2021-04-27,2021-06-06,,,Manufacturing/Industry,,8.0,"Open (if open, reason for non-closure)",No,,No,,Unknown,,No,,No,17-2021,62,,F22-1445 Records_Part3.pdf,,Not closed
12163,310.0,FHA,,,Surrey,2021-04-28,2021-05-29,,,Retail,4.0,4.0,Closed,Yes,,Unknown,2021-04-29,No,,No,,No,17-2021,62,17-2021,F22-1445 Records_Part3.pdf,,Closed
12164,311.0,FHA,,,Surrey,2021-04-28,2021-05-14,,,Maintenance/Trades/Construction,6.0,6.0,Not closed: Public interest in remaining open,No,,Unknown,,No,,Yes,,No,17-2021,63,,F22-1445 Records_Part3.pdf,,Not closed
12165,312.0,FHA,,,Surrey,2021-04-28,2021-06-02,,,Office,5.0,5.0,Closed,Yes,,Unknown,2021-04-29,No,,No,,No,17-2021,63,17-2021,F22-1445 Records_Part3.pdf,,Closed
12166,313.0,FHA,,,Abbotsford,2021-04-28,2021-05-20,,,Food Processing,7.0,7.0,Not closed: Alternate control measures,No,,Unknown,,No,,Yes,,No,17-2021,63,,F22-1445 Records_Part3.pdf,,Not closed
12167,314.0,FHA,,,Mission,2021-04-28,2021-05-09,,,Retail,3.0,3.0,Closed,Yes,,Unknown,2021-04-29,No,,No,,No,17-2021,63,17-2021,F22-1445 Records_Part3.pdf,,Closed
12168,315.0,FHA,,,New Westminster,2021-04-28,2021-05-22,,,Retail,19.0,19.0,Closed,Yes,,Unknown,2021-05-09,Yes,,No,,No,17-2021,63,19-2021,F22-1445 Records_Part3.pdf,,Closed
12169,316.0,FHA,,,Burnaby,2021-04-28,2021-05-25,,,Office,4.0,4.0,Closed,Yes,,Unknown,2021-04-30,No,,No,,No,17-2021,63,17-2021,F22-1445 Records_Part3.pdf,,Closed
12170,317.0,FHA,,,Surrey,2021-04-28,2021-06-06,,,Retail,8.0,8.0,Closed,Yes,,Unknown,2021-05-02,No,,No,,No,17-2021,63,18-2021,F22-1445 Records_Part3.pdf,,Closed
